timestamp,course,hear_website,hear_social,hear_community,hear_family,hear_student,hear_alumni,hear_teacher,hear_counselor,hear_app,hear_employer,hear_billboard,hear_tv,hear_radio,hear_other,impact_affordability,impact_location,impact_programs,impact_online,impact_referral,impact_faculty,impact_reputation,impact_finaid,impact_scholarships,impact_size,impact_ecs,impact_acceptcred,impact_negative,impact_njstars,impact_transferability,impact_hscredit,major,choice,interest,gender,race,age
2024/09/16 9:48:48 AM AST,CMP 128 Computer Science I,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Computer Science,First Choice,0.0,Man,Hispanic or Latino;White/Caucasian,18 and younger
2024/09/16 9:49:17 AM AST,CMP 128 Computer Science I,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Don't recall,High Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Associates of Fine Arts Concentration Architecture,Non-Major,3.0,Man,White/Caucasian,19-20
2024/09/16 9:49:23 AM AST,CMP 128 Computer Science I,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Computer Science,First Choice,0.0,Man,White/Caucasian,18 and younger
2024/09/16 9:50:10 AM AST,CMP 128 Computer Science I,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,Non Degree seeking,Non-Major,4.0,Man,Hispanic or Latino;Black/African American;White/Caucasian;Multi-Racial,19-20
2024/09/16 9:50:20 AM AST,CMP 128 Computer Science I,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,High Impact,No Impact,Some Impact,High Impact,Some Impact,Some Impact,No Impact,High Impact,Some Impact,Some Impact,No Impact,Not Applicable,Not Applicable,Not Applicable,High Impact,Not Applicable,Mechanical Engineering Technology,Non-Major,3.0,Man,Hispanic or Latino;White/Caucasian,18 and younger
2024/09/16 9:53:49 AM AST,CMP 128 Computer Science I,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,Not Applicable,Not Applicable,Not Applicable,High Impact,No Impact,Computer Science,First Choice,0.0,Man,White/Caucasian,18 and younger
2024/09/16 9:56:07 AM AST,CMP 128 Computer Science I,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Non Degree seeking,Non-Major,4.0,Man,Hispanic or Latino;Black/African American;White/Caucasian;Multi-Racial,19-20
2024/09/16 9:56:22 AM AST,CMP 128 Computer Science I,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,Not Applicable,Not Applicable,Not Applicable,High Impact,Not Applicable,Mechanical Engineering Technology,Non-Major,3.0,Man,Hispanic or Latino;White/Caucasian,18 and younger
2024/09/16 9:58:01 AM AST,CMP 128 Computer Science I,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Information Technology,First Choice,0.0,Man,Hispanic or Latino,19-20
2024/09/16 11:01:21 AM AST,CMP 128 Computer Science I,No,No,No,No,No,No,Don't recall,Don't recall,No,No,No,No,No,Yes,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,Not Applicable,Not Applicable,Not Applicable,Some Impact,Not Applicable,Mechanical Engineering Technologist,Non-Major,3.0,Man,Hispanic or Latino;White/Caucasian,21-24
2024/09/16 12:44:50 PM AST,CMP 128 Computer Science I,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,High Impact,High Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Computer Science,Nursing/Radiology,0.0,Woman,Asian,25-34
2024/09/16 12:48:27 PM AST,CMP 128 Computer Science I,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Computer Science,Nursing/Radiology,0.0,Woman,Asian,25-34
2024/09/16 1:46:54 PM AST,CMP 128 Computer Science I,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Web Development Certificate of Achievement,First Choice,0.0,Man,Hispanic or Latino,19-20
2024/09/16 9:28:34 PM AST,CMP 128 Computer Science I,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,Information Technology,First Choice,0.0,Man,Hispanic or Latino;Black/African American;Multi-Racial,35-64
2024/09/16 9:31:32 PM AST,CMP 128 Computer Science I,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Information Technology,First Choice,0.0,Man,Hispanic or Latino;Black/African American;Multi-Racial,35-64
2024/09/17 10:06:33 AM AST,CMP 128 Computer Science I,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,Not Applicable,Not Applicable,High Impact,Not Applicable,Electrical Engineering w/ biomed option,Non-Major,4.0,Man,White/Caucasian,25-34
2024/09/19 10:24:59 PM AST,CMP 128 Computer Science I,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Some Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,CIS Game Development Option,First Choice,0.0,Man,White/Caucasian,19-20
2024/09/19 10:27:44 PM AST,CMP 128 Computer Science I,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,High Impact,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,High Impact,High Impact,High Impact,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,CIS Game Development Option,First Choice,0.0,Man,White/Caucasian,19-20
2024/09/21 4:14:33 PM AST,CMP 128 Computer Science I,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,"Technical Studies, Applied Associate of Science",First Choice,0.0,Man,White/Caucasian,21-24
2024/09/21 11:25:37 PM AST,CMP 128 Computer Science I,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Mechanical engineering technology,Non-Major,5.0,Man,White/Caucasian,19-20
2024/09/21 11:48:22 PM AST,CMP 128 Computer Science I,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,Mech e,Non-Major,5.0,Man,White/Caucasian,19-20
2024/09/21 11:53:32 PM AST,CMP 128 Computer Science I,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,Some Impact,High Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,High Impact,High Impact,Mech E,Non-Major,4.0,Man,White/Caucasian,19-20
2024/09/22 8:09:39 AM AST,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,Mechanical Engineering,Non-Major,3.0,Man,Multi-Racial,21-24
2024/09/22 11:56:05 AM AST,CMP 128 Computer Science I,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No Impact,High Impact,Some Impact,High Impact,High Impact,Some Impact,Not Applicable,Not Applicable,Not Applicable,High Impact,Not Applicable,Not Applicable,High Impact,Not Applicable,High Impact,Not Applicable,Non Degree seeking,Non-Major,4.0,Man,White/Caucasian,19-20
2024/09/22 3:10:08 PM AST,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Some Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,Computer Science,First Choice,0.0,Man,Hispanic or Latino;Multi-Racial,19-20
2024/09/22 3:13:34 PM AST,CMP 128 Computer Science I,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,Computer Science,First Choice,0.0,Man,Hispanic or Latino;Multi-Racial,19-20
2024/09/22 6:32:46 PM AST,CMP 128 Computer Science I,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Yes,No Impact,High Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,Information Technology,First Choice,0.0,Man,Black/African American,19-20
2024/09/22 8:51:18 PM AST,CMP 128 Computer Science I,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No Impact,High Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Information Technology,Science,0.0,Man,Hispanic or Latino;Black/African American,19-20
2024/09/22 9:17:23 PM AST,CMP 128 Computer Science I,Yes,Don't recall,No,No,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Computer Science,Business,0.0,Man,Hispanic or Latino,19-20
2024/09/22 11:07:28 PM AST,CMP 128 Computer Science I,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Computer Science,Engineering,0.0,Man,Hispanic or Latino;American Indian/Native American/Alaska Native;Asian;Black/African American;Native Hawaiian/Other Pacific Islander;White/Caucasian;Multi-Racial;Choose not to reply,19-20
2024/09/27 1:01:23 PM AST,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Some Impact,Some Impact,Some Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Data Analytics Certificate of Achievement,First Choice,0.0,Man,White/Caucasian,25-34
